year,month,institution,causative_agent
2023,03,LTCH,Influenza
2023,03,LTCH,Coronavirus
2023,03,Retirement Home,Norovirus
2023,03,Chronic Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Metapneumovirus
2023,03,Chronic Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,Retirement Home,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Unknown
2023,03,Retirement Home,Influenza
2023,03,LTCH,Coronavirus
2023,03,Acute Care,Metapneumovirus
2023,03,Acute Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,RSV
2023,03,Retirement Home,Unknown
2023,03,Retirement Home,Unknown
2023,03,LTCH,Metapneumovirus
2023,03,Acute Care,Norovirus
2023,03,LTCH,Coronavirus
2023,03,Retirement Home,Coronavirus
2023,03,LTCH,Unknown
2023,03,LTCH,Coronavirus
2023,03,Acute Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Unknown
2023,03,LTCH,Coronavirus
2023,03,Chronic Care,Coronavirus
2023,03,LTCH,Rhinovirus
2023,03,Chronic Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,Retirement Home,RSV
2023,03,LTCH,Coronavirus
2023,03,LTCH,Unknown
2023,03,Retirement Home,Coronavirus
2023,03,Acute Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,Retirement Home,Coronavirus
2023,03,Chronic Care,Coronavirus
2023,03,Chronic Care,Coronavirus
2023,03,Retirement Home,Unknown
2023,03,Chronic Care,Coronavirus
2023,03,LTCH,Unknown
2023,03,LTCH,RSV
2023,03,LTCH,Coronavirus
2023,03,LTCH,Metapneumovirus
2023,03,Acute Care,Coronavirus
2023,03,Acute Care,Coronavirus
2023,03,Retirement Home,Coronavirus
2023,03,LTCH,Rhinovirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,Acute Care,Coronavirus
2023,03,LTCH,Norovirus
2023,03,LTCH,Rhinovirus
2023,03,Transitional Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,RSV
2023,03,Chronic Care,Metapneumovirus
2023,03,Chronic Care,Rhinovirus
2023,03,Chronic Care,Rhinovirus
2023,03,Acute Care,Influenza
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,Retirement Home,Coronavirus
2023,03,LTCH,Rhinovirus
2023,02,Chronic Care,RSV
2023,02,LTCH,Unknown
2023,02,Chronic Care,Coronavirus
2023,02,Acute Care,Coronavirus
2023,02,LTCH,Norovirus
2023,02,Chronic Care,Coronavirus
2023,02,LTCH,Unknown
2023,02,LTCH,Rhinovirus
2023,02,LTCH,Coronavirus
2023,02,Acute Care,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,Rhinovirus
2023,02,LTCH,Influenza
2023,02,Retirement Home,Coronavirus
2023,02,Retirement Home,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,Psychiatric,Coronavirus
2023,02,LTCH,Norovirus
2023,02,LTCH,Influenza
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,Coronavirus
2023,02,Acute Care,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,Unknown
2023,02,LTCH,Unknown
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,Rhinovirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,Rhinovirus
2023,02,LTCH,Rhinovirus
2023,02,LTCH,Coronavirus
2023,02,Chronic Care,Norovirus
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,Coronavirus
2023,02,Acute Care,CPE
2023,02,LTCH,Coronavirus
2023,02,Chronic Care,Coronavirus
2023,02,LTCH,RSV
2023,02,Acute Care,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,RSV
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,RSV
2023,02,Acute Care,Coronavirus
2023,02,Chronic Care,Rhinovirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,LTCH,Influenza
2023,02,LTCH,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,Acute Care,Coronavirus
2023,02,LTCH,Unknown
2023,02,LTCH,Coronavirus
2023,02,Retirement Home,Coronavirus
2023,02,LTCH,Coronavirus
2023,02,Acute Care,Coronavirus
2023,02,Chronic Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Unknown
2023,01,Retirement Home,Norovirus
2023,01,LTCH,RSV
2023,01,LTCH,Influenza
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Influenza
2023,01,LTCH,Influenza
2023,01,Retirement Home,Influenza
2023,01,Retirement Home,Norovirus
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,LTCH,Influenza
2023,01,LTCH,Unknown
2023,01,LTCH,Coronavirus
2023,01,LTCH,RSV
2023,01,Acute Care,Coronavirus
2023,01,Psychiatric,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Metapneumovirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,RSV
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Influenza
2023,01,LTCH,Coronavirus
2023,01,LTCH,Metapneumovirus
2023,01,LTCH,Rhinovirus
2023,01,LTCH,Unknown
2023,01,LTCH,RSV
2023,01,LTCH,RSV
2023,01,LTCH,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,LTCH,RSV
2023,01,Retirement Home,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,RSV
2023,01,LTCH,RSV
2023,01,Acute Care,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,Retirement Home,Unknown
2023,01,LTCH,Coronavirus
2023,01,LTCH,Influenza
2023,01,LTCH,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,LTCH,Influenza
2023,01,Acute Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,Chronic Care,Influenza
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Unknown
2023,01,Retirement Home,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Influenza
2023,01,Retirement Home,RSV
2023,01,Retirement Home,Norovirus
2023,01,LTCH,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Transitional Care,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Acute Care,Influenza
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Unknown
2023,01,LTCH,Unknown
2023,01,Psychiatric,Coronavirus
2023,01,LTCH,Rhinovirus
2023,01,Retirement Home,Influenza
2023,01,LTCH,RSV
2023,01,LTCH,Unknown
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,Unknown
2023,01,LTCH,RSV
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Rhinovirus
2023,01,Retirement Home,Influenza
2023,01,Acute Care,Coronavirus
2023,01,Acute Care,RSV
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,RSV
2023,01,LTCH,RSV
2023,01,Retirement Home,Unknown
2023,01,Chronic Care,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Transitional Care,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,Retirement Home,Norovirus
2023,01,LTCH,RSV
2023,01,LTCH,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,Retirement Home,RSV
2023,01,Retirement Home,Coronavirus
2023,01,Retirement Home,Unknown
2023,01,Retirement Home,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Influenza
2023,01,LTCH,RSV
2023,01,LTCH,Influenza
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,Acute Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,RSV
2023,01,Acute Care,Coronavirus
2023,01,Retirement Home,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,Chronic Care,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Coronavirus
2023,01,LTCH,Influenza
2022,12,LTCH,Influenza
2022,12,Retirement Home,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,RSV
2022,12,Retirement Home,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,RSV
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Unknown
2022,12,Acute Care,CPE
2022,12,Chronic Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,RSV
2022,12,LTCH,RSV
2022,12,LTCH,Unknown
2022,12,Retirement Home,Influenza
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Unknown
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,RSV
2022,12,Retirement Home,Unknown
2022,12,Psychiatric,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Chronic Care,RSV
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Influenza
2022,12,Transitional Care,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Retirement Home,Unknown
2022,12,Chronic Care,Coronavirus
2022,12,LTCH,RSV
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Influenza
2022,12,LTCH,Coronavirus
2022,12,Transitional Care,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Unknown
2022,12,LTCH,RSV
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Retirement Home,Unknown
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,RSV
2022,12,LTCH,Rhinovirus
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,LTCH,Influenza
2022,12,LTCH,RSV
2022,12,LTCH,RSV
2022,12,Chronic Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Retirement Home,Unknown
2022,12,Retirement Home,Influenza
2022,12,LTCH,Influenza
2022,12,LTCH,Influenza
2022,12,Chronic Care,RSV
2022,12,LTCH,RSV
2022,12,LTCH,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Influenza
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Unknown
2022,12,LTCH,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Retirement Home,Unknown
2022,12,LTCH,RSV
2022,12,LTCH,Influenza
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,RSV
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Chronic Care,Coronavirus
2022,12,Retirement Home,Rhinovirus
2022,12,Chronic Care,Coronavirus
2022,12,LTCH,Influenza
2022,12,Acute Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Retirement Home,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,LTCH,RSV
2022,12,Retirement Home,Coronavirus
2022,12,Acute Care,Unknown
2022,12,Chronic Care,Coronavirus
2022,12,LTCH,Coronavirus
2022,12,Acute Care,Influenza
2022,11,LTCH,Influenza
2022,11,LTCH,Influenza
2022,11,LTCH,Influenza
2022,11,LTCH,Influenza
2022,11,LTCH,RSV
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Unknown
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Influenza
2022,11,Chronic Care,Coronavirus
2022,11,Retirement Home,Influenza
2022,11,LTCH,Coronavirus
2022,11,LTCH,Unknown
2022,11,Chronic Care,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Acute Care,Influenza
2022,11,LTCH,Influenza
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Unknown
2022,11,Retirement Home,Unknown
2022,11,LTCH,Unknown
2022,11,Retirement Home,Influenza
2022,11,Retirement Home,Influenza
2022,11,LTCH,Influenza
2022,11,LTCH,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,RSV
2022,11,LTCH,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Retirement Home,Influenza
2022,11,Retirement Home,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,LTCH,RSV
2022,11,Chronic Care,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Influenza
2022,11,Chronic Care,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Influenza
2022,11,LTCH,Influenza
2022,11,LTCH,Influenza
2022,11,Chronic Care,Coronavirus
2022,11,LTCH,Influenza
2022,11,Acute Care,Influenza
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Unknown
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,RSV
2022,11,Retirement Home,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Retirement Home,Influenza
2022,11,LTCH,Coronavirus
2022,11,LTCH,Influenza
2022,11,Chronic Care,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,RSV
2022,11,LTCH,Influenza
2022,11,LTCH,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Rhinovirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Unknown
2022,11,Acute Care,Influenza
2022,11,LTCH,Coronavirus
2022,11,LTCH,RSV
2022,11,LTCH,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,LTCH,Rhinovirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Influenza
2022,11,LTCH,Coronavirus
2022,11,LTCH,Rhinovirus
2022,11,LTCH,Influenza
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,Influenza
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Acute Care,Influenza
2022,11,LTCH,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Retirement Home,Metapneumovirus
2022,11,LTCH,Influenza
2022,11,LTCH,Rhinovirus
2022,11,LTCH,RSV
2022,11,Chronic Care,Influenza
2022,11,Retirement Home,Coronavirus
2022,11,Acute Care,RSV
2022,11,Chronic Care,Influenza
2022,11,Psychiatric,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,Unknown
2022,11,Retirement Home,RSV
2022,11,Retirement Home,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Transitional Care,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Chronic Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Retirement Home,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,LTCH,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Acute Care,Coronavirus
2022,11,Chronic Care,RSV
2022,11,Chronic Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Influenza
2022,10,Chronic Care,Rhinovirus
2022,10,Retirement Home,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Unknown
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Rhinovirus
2022,10,Acute Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Psychiatric,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Metapneumovirus
2022,10,Acute Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Unknown
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,RSV
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,RSV
2022,10,Chronic Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Unknown
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Rhinovirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Transitional Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Metapneumovirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Retirement Home,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,LTCH,Coronavirus
2022,10,Chronic Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,LTCH,Rhinovirus
2022,10,LTCH,Coronavirus
2022,10,Acute Care,Coronavirus
2022,10,Acute Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Unknown
2022,09,LTCH,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Rhinovirus
2022,09,Retirement Home,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,LTCH,Unknown
2022,09,Acute Care,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Rhinovirus
2022,09,Retirement Home,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Chronic Care,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,LTCH,Influenza
2022,09,LTCH,Coronavirus
2022,09,Acute Care,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,09,LTCH,Coronavirus
2022,09,LTCH,Unknown
2022,09,LTCH,Coronavirus
2022,09,Transitional Care,Coronavirus
2022,09,Retirement Home,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,Retirement Home,Rhinovirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Rhinovirus
2022,08,LTCH,Unknown
2022,08,LTCH,Influenza
2022,08,LTCH,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,LTCH,Unknown
2022,08,Acute Care,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,Acute Care,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Chronic Care,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,Retirement Home,Coronavirus
2022,08,LTCH,Coronavirus
2022,08,LTCH,Rhinovirus
2022,08,Retirement Home,Coronavirus
2022,08,Retirement Home,Coronavirus
