outbreak_type,year,institution
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,Acute Care
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,Retirement Home
Respiratory,2023,Acute Care
Enteric,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Enteric,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,Retirement Home
Respiratory,2023,Transitional Care
Respiratory,2023,Retirement Home
Respiratory,2023,Acute Care
Respiratory,2023,LTCH
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Psychiatric
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Chronic Care
Respiratory,2023,Chronic Care
Respiratory,2023,Retirement Home
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,Acute Care
Respiratory,2023,Acute Care
Respiratory,2023,Retirement Home
Respiratory,2023,Retirement Home
Respiratory,2023,Retirement Home
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Enteric,2023,Retirement Home
Respiratory,2023,Chronic Care
Respiratory,2023,Chronic Care
Respiratory,2023,Chronic Care
Respiratory,2023,Retirement Home
Respiratory,2023,Transitional Care
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,Chronic Care
Respiratory,2023,Acute Care
Enteric,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,Retirement Home
Respiratory,2023,Retirement Home
Enteric,2023,Retirement Home
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,Acute Care
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,Retirement Home
Respiratory,2023,Acute Care
Respiratory,2023,LTCH
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,Chronic Care
Respiratory,2023,Acute Care
Respiratory,2023,Retirement Home
Respiratory,2023,LTCH
Respiratory,2023,Chronic Care
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2023,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Enteric,2022,LTCH
Other,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Enteric,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Enteric,2022,Retirement Home
Respiratory,2022,Psychiatric
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Transitional Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Enteric,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Transitional Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Enteric,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Enteric,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Enteric,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Other,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Enteric,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Psychiatric
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Transitional Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Psychiatric
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Enteric,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Transitional Care
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Transitional Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Enteric,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Psychiatric
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Enteric,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Other,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Psychiatric
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Psychiatric
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Psychiatric
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Psychiatric
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Psychiatric
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Retirement Home
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,Psychiatric
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
Respiratory,2022,Transitional Care
Respiratory,2022,LTCH
Enteric,2022,LTCH
Respiratory,2022,Chronic Care
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,LTCH
Respiratory,2022,Acute Care
Respiratory,2022,LTCH
Respiratory,2022,Retirement Home
